respondent_id,survey_date,city,age_group,gender,income_bracket,awareness_channel,product_interest,funnel_stage,purchase_motivator,purchase_barrier,monthly_spend_inr,nps_score,nps_category,top_satisfaction_driver,survey_completion_min
VE0488,2024-11-18,Mumbai,35-44,Male,6-10L,Google Search,Collagen,Awareness,,Shipping Concerns,0,,,,8.4
VE0489,2024-06-13,Mumbai,35-44,Female,6-10L,Facebook,Ashwagandha,Consideration,,Unsure of Efficacy,0,,,,10.3
VE0490,2024-08-28,Kolkata,35-44,Male,10-20L,YouTube,Omega-3,Intent,Influencer,Lack of Trust,0,,,,16.4
VE0491,2024-11-08,Chennai,45-54,Female,3-6L,Facebook,Ashwagandha,Consideration,,Prefer Offline,0,,,,17.1
VE0492,2024-11-08,Delhi,25-34,Male,3-6L,Word of Mouth,Collagen,Awareness,,Unsure of Efficacy,0,,,,13.1
VE0493,2024-09-14,Mumbai,25-34,Male,10-20L,Instagram,Multivitamin,Intent,Doctor Recommended,Prefer Offline,0,,,,10.2
VE0494,2024-06-10,Mumbai,25-34,Male,10-20L,Instagram,Omega-3,Intent,Peer Recommendation,Too Expensive,0,,,,8.7
VE0495,2024-08-16,Ahmedabad,45-54,Male,3-6L,Google Search,Whey Protein,Awareness,,Lack of Trust,0,,,,7.7
VE0496,2024-10-25,Pune,55+,Female,10-20L,Facebook,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,14.9
VE0497,2024-08-20,Mumbai,35-44,Male,10-20L,Instagram,Omega-3,Intent,Influencer,Unsure of Efficacy,0,,,,11.1
VE0498,2024-09-04,Chennai,18-24,Female,6-10L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,14.2
VE0499,2024-08-18,Delhi,55+,Female,10-20L,Word of Mouth,Vitamin D3,Consideration,,Unsure of Efficacy,0,,,,8.7
VE0500,2024-11-27,Mumbai,45-54,Male,10-20L,Doctor Recommendation,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,8.6
VE0501,2024-07-31,Mumbai,45-54,Male,6-10L,YouTube,Collagen,Consideration,,Unsure of Efficacy,0,,,,15.6
VE0502,2024-10-04,Bangalore,25-34,Female,10-20L,Doctor Recommendation,Collagen,Awareness,,Lack of Trust,0,,,,9.3
VE0503,2024-11-02,Pune,35-44,Male,10-20L,Word of Mouth,Ashwagandha,Intent,Price,Too Expensive,0,,,,8.7
VE0504,2024-06-22,Delhi,25-34,Female,10-20L,Google Search,Whey Protein,Intent,Influencer,Shipping Concerns,0,,,,8.0
VE0505,2024-11-23,Hyderabad,25-34,Male,<3L,YouTube,Multivitamin,Consideration,,Too Many Options,0,,,,17.3
VE0506,2024-10-21,Chennai,35-44,Female,20L+,Instagram,Ashwagandha,Repeat Purchase,Doctor Recommended,None,2000,0,Detractor,Customer Support,14.9
VE0507,2024-09-25,Kolkata,25-34,Male,3-6L,Facebook,Collagen,Consideration,,Unsure of Efficacy,0,,,,16.1
VE0508,2024-11-01,Mumbai,45-54,Female,3-6L,Instagram,Collagen,Consideration,,Unsure of Efficacy,0,,,,16.7
VE0509,2024-09-03,Hyderabad,35-44,Male,6-10L,Doctor Recommendation,Vitamin D3,Purchase,Price,None,500,2,Detractor,Taste/Texture,10.9
VE0510,2024-08-30,Lucknow,55+,Prefer not to say,6-10L,Word of Mouth,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,13.6
VE0511,2024-07-04,Lucknow,35-44,Female,3-6L,Google Search,Vitamin D3,Awareness,,Too Expensive,0,,,,14.1
VE0512,2024-09-19,Delhi,18-24,Male,3-6L,Doctor Recommendation,Collagen,Awareness,,None,0,,,,16.7
VE0513,2024-08-07,Hyderabad,35-44,Male,3-6L,Doctor Recommendation,Multivitamin,Awareness,,Lack of Trust,0,,,,12.0
VE0514,2024-11-16,Chennai,25-34,Male,<3L,Instagram,Omega-3,Trial,Influencer,Prefer Offline,0,,,,10.7
VE0515,2024-06-29,Kolkata,45-54,Male,<3L,Doctor Recommendation,Whey Protein,Trial,Ingredients Quality,Too Many Options,0,,,,11.6
VE0516,2024-10-25,Delhi,55+,Male,6-10L,Instagram,Multivitamin,Consideration,,Too Expensive,0,,,,12.5
VE0517,2024-06-28,Kolkata,18-24,Male,10-20L,Google Search,Omega-3,Awareness,,Too Many Options,0,,,,8.9
VE0518,2024-06-12,Chennai,55+,Male,10-20L,Word of Mouth,Vitamin D3,Repeat Purchase,Price,None,1000,8,Passive,Customer Support,5.7
VE0519,2024-08-05,Delhi,55+,Female,<3L,Doctor Recommendation,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,6.1
VE0520,2024-10-04,Kolkata,35-44,Female,20L+,Google Search,Multivitamin,Repeat Purchase,Brand Trust,None,7000,3,Detractor,Price-Value,9.5
VE0521,2024-07-18,Bangalore,25-34,Male,3-6L,YouTube,Multivitamin,Purchase,Doctor Recommended,None,1000,3,Detractor,Delivery Speed,8.6
VE0522,2024-07-03,Chennai,25-34,Male,6-10L,Google Search,Omega-3,Awareness,,Prefer Offline,0,,,,10.1
VE0523,2024-09-27,Chennai,35-44,Male,3-6L,Instagram,Omega-3,Consideration,,Too Expensive,0,,,,15.9
VE0524,2024-06-12,Delhi,45-54,Male,6-10L,YouTube,Ashwagandha,Intent,Discount/Offer,Too Expensive,0,,,,5.6
VE0525,2024-11-02,Mumbai,35-44,Male,<3L,YouTube,Whey Protein,Purchase,Peer Recommendation,None,300,9,Promoter,Taste/Texture,9.4
VE0526,2024-11-20,Lucknow,35-44,Female,<3L,Instagram,Whey Protein,Awareness,,Lack of Trust,0,,,,16.1
VE0527,2024-07-24,Bangalore,18-24,Male,10-20L,Doctor Recommendation,Omega-3,Consideration,,Too Expensive,0,,,,4.8
VE0528,2024-07-13,Ahmedabad,35-44,Male,6-10L,Instagram,Omega-3,Intent,Doctor Recommended,Unsure of Efficacy,0,,,,13.0
VE0529,2024-09-19,Lucknow,45-54,Female,6-10L,Google Search,Multivitamin,Intent,Ingredients Quality,Too Many Options,0,,,,7.6
VE0530,2024-06-16,Bangalore,25-34,Male,<3L,Doctor Recommendation,Multivitamin,Intent,Doctor Recommended,Lack of Trust,0,,,,6.7
VE0531,2024-07-20,Bangalore,25-34,Male,6-10L,Word of Mouth,Probiotic,Awareness,,Lack of Trust,0,,,,6.3
VE0532,2024-08-15,Pune,25-34,Male,20L+,Google Search,Multivitamin,Consideration,,Too Expensive,0,,,,8.3
VE0533,2024-06-23,Chennai,18-24,Male,6-10L,Instagram,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,12.0
VE0534,2024-06-05,Mumbai,25-34,Female,3-6L,Doctor Recommendation,Omega-3,Awareness,,Unsure of Efficacy,0,,,,12.8
VE0535,2024-07-01,Hyderabad,25-34,Prefer not to say,10-20L,Word of Mouth,Collagen,Consideration,,Shipping Concerns,0,,,,14.0
VE0536,2024-09-21,Kolkata,55+,Female,20L+,Word of Mouth,Ashwagandha,Awareness,,Too Expensive,0,,,,11.3
VE0537,2024-07-13,Hyderabad,45-54,Female,3-6L,YouTube,Omega-3,Consideration,,Too Expensive,0,,,,9.0
VE0538,2024-07-06,Delhi,25-34,Prefer not to say,10-20L,Instagram,Collagen,Purchase,Doctor Recommended,None,2000,5,Detractor,Delivery Speed,10.2
VE0539,2024-07-29,Delhi,25-34,Female,20L+,Facebook,Omega-3,Consideration,,Prefer Offline,0,,,,14.2
VE0540,2024-10-11,Jaipur,18-24,Male,20L+,Instagram,Whey Protein,Awareness,,Too Many Options,0,,,,16.7
VE0541,2024-06-15,Lucknow,55+,Female,10-20L,Offline Store,Multivitamin,Awareness,,Lack of Trust,0,,,,14.2
VE0542,2024-08-20,Ahmedabad,18-24,Male,6-10L,Facebook,Ashwagandha,Intent,Peer Recommendation,Too Many Options,0,,,,16.5
VE0543,2024-11-14,Bangalore,25-34,Male,<3L,YouTube,Ashwagandha,Awareness,,Too Expensive,0,,,,7.4
VE0544,2024-10-09,Hyderabad,25-34,Female,3-6L,Instagram,Collagen,Intent,Peer Recommendation,None,0,,,,14.4
VE0545,2024-09-04,Mumbai,25-34,Male,10-20L,Facebook,Omega-3,Purchase,Ingredients Quality,None,2000,7,Passive,Packaging,15.1
VE0546,2024-10-25,Chennai,35-44,Male,3-6L,YouTube,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,6.5
VE0547,2024-09-17,Kolkata,18-24,Male,10-20L,YouTube,Omega-3,Intent,Influencer,Unsure of Efficacy,0,,,,12.4
VE0548,2024-11-10,Bangalore,25-34,Female,6-10L,Offline Store,Collagen,Intent,Price,Lack of Trust,0,,,,13.9
VE0549,2024-09-25,Bangalore,35-44,Female,3-6L,Facebook,Ashwagandha,Intent,Price,Too Expensive,0,,,,8.6
VE0550,2024-09-04,Mumbai,25-34,Female,3-6L,Google Search,Whey Protein,Awareness,,Shipping Concerns,0,,,,7.0
VE0551,2024-10-04,Delhi,35-44,Male,<3L,Google Search,Multivitamin,Trial,Peer Recommendation,Too Expensive,0,,,,11.3
VE0552,2024-09-26,Pune,35-44,Male,10-20L,Instagram,Ashwagandha,Intent,Doctor Recommended,Too Expensive,0,,,,14.4
VE0553,2024-11-13,Delhi,18-24,Male,6-10L,Word of Mouth,Multivitamin,Consideration,,Too Expensive,0,,,,17.4
VE0554,2024-10-12,Delhi,25-34,Female,3-6L,Facebook,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,5.6
VE0555,2024-10-15,Hyderabad,25-34,Male,10-20L,Instagram,Omega-3,Consideration,,Unsure of Efficacy,0,,,,5.7
VE0556,2024-06-26,Hyderabad,25-34,Male,10-20L,Instagram,Vitamin D3,Intent,Brand Trust,Lack of Trust,0,,,,9.8
VE0557,2024-08-21,Delhi,45-54,Male,20L+,Doctor Recommendation,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,17.3
VE0558,2024-08-08,Delhi,25-34,Male,6-10L,YouTube,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,7.8
VE0559,2024-10-21,Chennai,18-24,Female,6-10L,Doctor Recommendation,Omega-3,Awareness,,Too Expensive,0,,,,15.1
VE0560,2024-10-16,Jaipur,55+,Female,<3L,Doctor Recommendation,Vitamin D3,Consideration,,Too Expensive,0,,,,17.1
VE0561,2024-10-02,Mumbai,25-34,Female,20L+,Doctor Recommendation,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,14.5
VE0562,2024-10-23,Delhi,18-24,Female,10-20L,Word of Mouth,Vitamin D3,Awareness,,Too Expensive,0,,,,16.4
VE0563,2024-08-27,Chennai,55+,Female,3-6L,Word of Mouth,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,13.2
VE0564,2024-06-01,Hyderabad,18-24,Male,3-6L,Google Search,Ashwagandha,Trial,Ingredients Quality,Prefer Offline,0,,,,13.6
VE0565,2024-08-30,Lucknow,25-34,Female,6-10L,Doctor Recommendation,Collagen,Awareness,,Too Expensive,0,,,,17.1
VE0566,2024-09-22,Delhi,35-44,Female,10-20L,Word of Mouth,Whey Protein,Awareness,,Too Many Options,0,,,,7.7
VE0567,2024-10-05,Lucknow,18-24,Male,10-20L,Google Search,Whey Protein,Awareness,,Too Many Options,0,,,,16.2
VE0568,2024-10-24,Bangalore,18-24,Male,10-20L,Word of Mouth,Ashwagandha,Consideration,,Lack of Trust,0,,,,8.0
VE0569,2024-10-24,Kolkata,45-54,Female,3-6L,Doctor Recommendation,Whey Protein,Awareness,,Too Many Options,0,,,,13.7
VE0570,2024-09-25,Delhi,25-34,Female,6-10L,Doctor Recommendation,Multivitamin,Awareness,,Unsure of Efficacy,0,,,,13.7
VE0571,2024-09-28,Bangalore,25-34,Male,10-20L,Instagram,Probiotic,Purchase,Peer Recommendation,None,2000,10,Promoter,Price-Value,5.5
VE0572,2024-08-03,Delhi,25-34,Male,6-10L,Instagram,Omega-3,Consideration,,None,0,,,,7.8
VE0573,2024-09-30,Mumbai,25-34,Male,3-6L,Word of Mouth,Vitamin D3,Awareness,,Too Many Options,0,,,,12.9
VE0574,2024-10-27,Delhi,55+,Female,6-10L,Doctor Recommendation,Ashwagandha,Awareness,,Too Expensive,0,,,,5.2
VE0575,2024-11-04,Hyderabad,18-24,Female,6-10L,YouTube,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,10.6
VE0576,2024-09-27,Kolkata,45-54,Female,3-6L,Facebook,Collagen,Purchase,Price,None,500,10,Promoter,Product Efficacy,11.4
VE0577,2024-08-30,Bangalore,35-44,Male,3-6L,Word of Mouth,Whey Protein,Intent,Peer Recommendation,Unsure of Efficacy,0,,,,6.5
VE0578,2024-08-19,Hyderabad,25-34,Prefer not to say,6-10L,Google Search,Whey Protein,Consideration,,Too Many Options,0,,,,10.2
VE0579,2024-07-21,Lucknow,35-44,Male,<3L,Instagram,Omega-3,Intent,Peer Recommendation,Too Many Options,0,,,,12.8
VE0580,2024-09-16,Mumbai,18-24,Female,20L+,Google Search,Probiotic,Consideration,,Prefer Offline,0,,,,7.7
VE0581,2024-08-24,Kolkata,25-34,Male,10-20L,Instagram,Whey Protein,Purchase,Discount/Offer,None,3000,2,Detractor,Product Efficacy,7.2
VE0582,2024-07-15,Mumbai,25-34,Male,10-20L,Instagram,Whey Protein,Trial,Price,Too Many Options,0,,,,9.1
VE0583,2024-07-24,Mumbai,25-34,Female,6-10L,Facebook,Vitamin D3,Awareness,,Shipping Concerns,0,,,,6.1
VE0584,2024-07-04,Kolkata,25-34,Male,6-10L,Google Search,Vitamin D3,Intent,Brand Trust,Prefer Offline,0,,,,8.9
VE0585,2024-06-14,Hyderabad,25-34,Male,6-10L,Google Search,Omega-3,Awareness,,Lack of Trust,0,,,,6.8
VE0586,2024-09-08,Pune,35-44,Male,6-10L,YouTube,Multivitamin,Consideration,,Lack of Trust,0,,,,10.9
VE0587,2024-10-27,Bangalore,55+,Female,<3L,Instagram,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,10.2
VE0588,2024-09-05,Hyderabad,55+,Male,6-10L,Instagram,Whey Protein,Intent,Influencer,Too Many Options,0,,,,10.6
VE0589,2024-09-19,Bangalore,45-54,Male,6-10L,Instagram,Multivitamin,Trial,Influencer,Too Many Options,0,,,,17.0
VE0590,2024-06-26,Delhi,25-34,Female,3-6L,Word of Mouth,Multivitamin,Awareness,,Lack of Trust,0,,,,7.1
VE0591,2024-11-02,Lucknow,55+,Female,10-20L,Facebook,Whey Protein,Consideration,,Lack of Trust,0,,,,17.3
VE0592,2024-10-27,Pune,18-24,Female,20L+,Facebook,Probiotic,Consideration,,Too Expensive,0,,,,11.5
VE0593,2024-10-20,Pune,35-44,Male,10-20L,YouTube,Whey Protein,Awareness,,Lack of Trust,0,,,,10.4
VE0594,2024-10-21,Delhi,18-24,Female,3-6L,Word of Mouth,Omega-3,Purchase,Peer Recommendation,None,700,7,Passive,Product Efficacy,15.1
VE0595,2024-07-06,Delhi,55+,Male,6-10L,Google Search,Ashwagandha,Awareness,,None,0,,,,17.3
VE0596,2024-06-17,Hyderabad,25-34,Male,6-10L,YouTube,Probiotic,Intent,Price,Too Many Options,0,,,,4.9
VE0597,2024-07-21,Delhi,55+,Male,3-6L,Google Search,Whey Protein,Trial,Doctor Recommended,Too Expensive,0,,,,6.2
VE0598,2024-09-16,Bangalore,18-24,Female,10-20L,Instagram,Whey Protein,Consideration,,Prefer Offline,0,,,,12.4
VE0599,2024-10-07,Pune,25-34,Male,20L+,YouTube,Collagen,Purchase,Influencer,None,2000,9,Promoter,Packaging,16.4
VE0600,2024-09-25,Mumbai,45-54,Female,6-10L,Doctor Recommendation,Collagen,Intent,Influencer,Unsure of Efficacy,0,,,,13.9
VE0601,2024-06-25,Bangalore,55+,Male,10-20L,Instagram,Ashwagandha,Consideration,,Lack of Trust,0,,,,16.8
VE0602,2024-09-14,Lucknow,35-44,Prefer not to say,<3L,Instagram,Collagen,Purchase,Price,None,500,7,Passive,Delivery Speed,16.1
VE0603,2024-09-10,Delhi,25-34,Female,3-6L,Word of Mouth,Omega-3,Intent,Ingredients Quality,Prefer Offline,0,,,,15.6
VE0604,2024-07-12,Delhi,18-24,Male,3-6L,Google Search,Multivitamin,Consideration,,Too Many Options,0,,,,10.4
VE0605,2024-07-16,Mumbai,18-24,Female,3-6L,Word of Mouth,Collagen,Awareness,,Too Many Options,0,,,,9.8
VE0606,2024-08-18,Bangalore,35-44,Male,6-10L,Instagram,Multivitamin,Awareness,,Too Expensive,0,,,,10.2
VE0607,2024-06-04,Mumbai,25-34,Female,3-6L,Doctor Recommendation,Collagen,Awareness,,Too Expensive,0,,,,5.1
VE0608,2024-10-10,Delhi,25-34,Female,3-6L,Instagram,Omega-3,Awareness,,Too Expensive,0,,,,5.9
VE0609,2024-08-22,Delhi,25-34,Male,6-10L,YouTube,Whey Protein,Awareness,,Too Many Options,0,,,,5.1
VE0610,2024-07-26,Bangalore,35-44,Male,20L+,Word of Mouth,Collagen,Awareness,,Too Many Options,0,,,,17.4
VE0611,2024-11-01,Mumbai,35-44,Male,20L+,Word of Mouth,Whey Protein,Consideration,,Too Many Options,0,,,,5.4
VE0612,2024-06-05,Hyderabad,35-44,Male,6-10L,Instagram,Ashwagandha,Awareness,,Unsure of Efficacy,0,,,,8.7
VE0613,2024-09-18,Pune,35-44,Male,6-10L,YouTube,Whey Protein,Intent,Ingredients Quality,None,0,,,,6.3
VE0614,2024-08-21,Chennai,35-44,Female,20L+,Google Search,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,7.3
VE0615,2024-06-14,Ahmedabad,35-44,Male,10-20L,Word of Mouth,Ashwagandha,Purchase,Price,None,2000,2,Detractor,Taste/Texture,17.2
VE0616,2024-07-03,Delhi,35-44,Female,20L+,Instagram,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,7.8
VE0617,2024-07-16,Hyderabad,25-34,Female,20L+,Instagram,Probiotic,Consideration,,Unsure of Efficacy,0,,,,6.8
VE0618,2024-09-21,Bangalore,35-44,Male,3-6L,Facebook,Omega-3,Awareness,,Prefer Offline,0,,,,14.7
VE0619,2024-08-16,Hyderabad,18-24,Female,3-6L,YouTube,Omega-3,Consideration,,Too Expensive,0,,,,14.2
VE0620,2024-07-21,Delhi,25-34,Male,6-10L,Word of Mouth,Omega-3,Awareness,,None,0,,,,9.7
VE0621,2024-08-18,Chennai,35-44,Male,<3L,Facebook,Multivitamin,Purchase,Peer Recommendation,None,500,9,Promoter,Price-Value,5.3
VE0622,2024-09-07,Jaipur,35-44,Male,<3L,Doctor Recommendation,Ashwagandha,Consideration,,Too Many Options,0,,,,12.7
VE0623,2024-11-22,Delhi,25-34,Female,6-10L,Instagram,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,11.5
VE0624,2024-07-19,Ahmedabad,18-24,Male,10-20L,Google Search,Omega-3,Awareness,,Too Many Options,0,,,,14.7
VE0625,2024-06-23,Delhi,35-44,Female,10-20L,Instagram,Whey Protein,Awareness,,Lack of Trust,0,,,,17.8
VE0626,2024-10-04,Delhi,18-24,Female,6-10L,Google Search,Ashwagandha,Intent,Brand Trust,Too Expensive,0,,,,10.6
VE0627,2024-07-25,Delhi,18-24,Male,10-20L,Instagram,Probiotic,Consideration,,Too Many Options,0,,,,5.6
VE0628,2024-06-22,Mumbai,25-34,Male,6-10L,YouTube,Ashwagandha,Intent,Price,Too Many Options,0,,,,5.8
VE0629,2024-10-12,Kolkata,25-34,Female,20L+,Instagram,Omega-3,Awareness,,Too Many Options,0,,,,9.5
VE0630,2024-08-27,Lucknow,45-54,Female,6-10L,YouTube,Whey Protein,Purchase,Peer Recommendation,None,1000,1,Detractor,Product Efficacy,11.7
VE0631,2024-11-27,Pune,25-34,Male,10-20L,Doctor Recommendation,Omega-3,Intent,Discount/Offer,Unsure of Efficacy,0,,,,16.3
VE0632,2024-08-23,Chennai,25-34,Male,10-20L,Word of Mouth,Multivitamin,Awareness,,None,0,,,,17.8
VE0633,2024-11-27,Ahmedabad,35-44,Male,3-6L,Instagram,Omega-3,Consideration,,Prefer Offline,0,,,,11.2
VE0634,2024-06-23,Mumbai,35-44,Female,10-20L,Instagram,Omega-3,Consideration,,Unsure of Efficacy,0,,,,6.8
VE0635,2024-11-16,Chennai,18-24,Prefer not to say,<3L,Facebook,Multivitamin,Intent,Ingredients Quality,None,0,,,,13.5
VE0636,2024-10-15,Chennai,25-34,Female,3-6L,Instagram,Ashwagandha,Awareness,,Too Expensive,0,,,,9.6
VE0637,2024-09-06,Chennai,45-54,Prefer not to say,6-10L,Instagram,Multivitamin,Repeat Purchase,Discount/Offer,None,1500,4,Detractor,Packaging,9.6
VE0638,2024-06-01,Mumbai,35-44,Male,6-10L,YouTube,Collagen,Awareness,,None,0,,,,11.5
VE0639,2024-11-02,Hyderabad,18-24,Male,10-20L,YouTube,Collagen,Intent,Brand Trust,Unsure of Efficacy,0,,,,12.6
VE0640,2024-08-19,Bangalore,35-44,Male,10-20L,Google Search,Ashwagandha,Intent,Price,Lack of Trust,0,,,,15.7
VE0641,2024-07-24,Kolkata,55+,Male,10-20L,Facebook,Collagen,Awareness,,Lack of Trust,0,,,,17.8
VE0642,2024-11-16,Ahmedabad,18-24,Male,6-10L,YouTube,Omega-3,Trial,Brand Trust,None,0,,,,5.8
VE0643,2024-08-22,Pune,35-44,Female,10-20L,Word of Mouth,Omega-3,Intent,Doctor Recommended,Too Expensive,0,,,,15.4
VE0644,2024-07-21,Pune,18-24,Female,6-10L,Word of Mouth,Vitamin D3,Consideration,,Prefer Offline,0,,,,17.0
VE0645,2024-06-25,Mumbai,25-34,Female,<3L,Google Search,Multivitamin,Intent,Brand Trust,Too Expensive,0,,,,11.1
VE0646,2024-11-24,Hyderabad,18-24,Female,10-20L,Offline Store,Ashwagandha,Intent,Doctor Recommended,Too Many Options,0,,,,9.5
VE0647,2024-07-01,Delhi,18-24,Female,20L+,Instagram,Ashwagandha,Awareness,,Prefer Offline,0,,,,15.2
VE0648,2024-07-17,Bangalore,55+,Female,3-6L,Instagram,Multivitamin,Consideration,,Prefer Offline,0,,,,15.5
VE0649,2024-06-06,Bangalore,45-54,Female,6-10L,Instagram,Collagen,Consideration,,Too Many Options,0,,,,17.5
VE0650,2024-07-01,Delhi,35-44,Male,6-10L,Doctor Recommendation,Whey Protein,Purchase,Price,None,500,8,Passive,Price-Value,11.8
VE0651,2024-09-17,Lucknow,35-44,Male,<3L,Facebook,Probiotic,Repeat Purchase,Discount/Offer,None,300,9,Promoter,Customer Support,13.8
VE0652,2024-11-17,Kolkata,25-34,Male,3-6L,Doctor Recommendation,Vitamin D3,Purchase,Price,None,700,6,Detractor,Customer Support,6.7
VE0653,2024-09-25,Delhi,25-34,Male,10-20L,Google Search,Whey Protein,Awareness,,None,0,,,,14.1
VE0654,2024-10-23,Chennai,45-54,Female,6-10L,Instagram,Vitamin D3,Intent,Price,Too Expensive,0,,,,13.7
VE0655,2024-09-13,Delhi,35-44,Male,3-6L,Instagram,Probiotic,Trial,Doctor Recommended,Too Expensive,0,,,,6.9
VE0656,2024-08-18,Hyderabad,45-54,Male,3-6L,Google Search,Multivitamin,Purchase,Brand Trust,None,1000,8,Passive,Product Efficacy,4.6
VE0657,2024-10-10,Pune,35-44,Male,6-10L,Instagram,Probiotic,Intent,Ingredients Quality,Unsure of Efficacy,0,,,,7.0
VE0658,2024-08-30,Kolkata,25-34,Male,6-10L,Facebook,Probiotic,Awareness,,Unsure of Efficacy,0,,,,17.3
VE0659,2024-09-13,Pune,45-54,Female,<3L,Instagram,Whey Protein,Trial,Peer Recommendation,Too Expensive,0,,,,13.6
VE0660,2024-07-05,Bangalore,25-34,Prefer not to say,10-20L,Word of Mouth,Multivitamin,Consideration,,Lack of Trust,0,,,,14.0
VE0661,2024-08-28,Mumbai,35-44,Female,10-20L,Doctor Recommendation,Omega-3,Consideration,,None,0,,,,6.9
VE0662,2024-09-02,Kolkata,25-34,Female,6-10L,YouTube,Multivitamin,Consideration,,Unsure of Efficacy,0,,,,8.4
VE0663,2024-10-02,Mumbai,25-34,Female,6-10L,Instagram,Multivitamin,Awareness,,Too Many Options,0,,,,17.1
VE0664,2024-11-06,Kolkata,18-24,Male,6-10L,YouTube,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,5.9
VE0665,2024-10-04,Delhi,25-34,Female,6-10L,Facebook,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,9.8
VE0666,2024-08-16,Mumbai,45-54,Female,3-6L,Offline Store,Ashwagandha,Intent,Price,Shipping Concerns,0,,,,6.0
VE0667,2024-08-12,Delhi,25-34,Female,20L+,Instagram,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,11.1
VE0668,2024-10-05,Kolkata,35-44,Male,10-20L,Doctor Recommendation,Omega-3,Awareness,,Shipping Concerns,0,,,,6.3
VE0669,2024-06-28,Kolkata,18-24,Male,<3L,Word of Mouth,Whey Protein,Awareness,,Prefer Offline,0,,,,10.4
VE0670,2024-08-14,Mumbai,18-24,Male,6-10L,Word of Mouth,Whey Protein,Trial,Ingredients Quality,Prefer Offline,0,,,,14.0
VE0671,2024-06-27,Chennai,25-34,Male,20L+,Google Search,Ashwagandha,Trial,Discount/Offer,Prefer Offline,0,,,,5.7
VE0672,2024-06-14,Bangalore,25-34,Female,20L+,Instagram,Omega-3,Repeat Purchase,Discount/Offer,None,7000,6,Detractor,Taste/Texture,7.0
VE0673,2024-06-01,Delhi,35-44,Male,6-10L,Facebook,Whey Protein,Consideration,,Unsure of Efficacy,0,,,,6.0
VE0674,2024-11-19,Delhi,35-44,Female,3-6L,Word of Mouth,Multivitamin,Awareness,,Prefer Offline,0,,,,7.7
VE0675,2024-08-10,Mumbai,25-34,Female,3-6L,Word of Mouth,Whey Protein,Consideration,,Too Many Options,0,,,,7.1
VE0676,2024-09-23,Jaipur,18-24,Female,3-6L,Word of Mouth,Vitamin D3,Consideration,,Too Expensive,0,,,,10.1
VE0677,2024-08-04,Ahmedabad,35-44,Female,6-10L,YouTube,Multivitamin,Purchase,Discount/Offer,None,500,5,Detractor,Packaging,17.6
VE0678,2024-08-14,Delhi,35-44,Female,10-20L,Word of Mouth,Multivitamin,Consideration,,None,0,,,,10.4
VE0679,2024-10-09,Bangalore,35-44,Male,3-6L,Instagram,Whey Protein,Consideration,,Shipping Concerns,0,,,,11.3
VE0680,2024-10-13,Mumbai,45-54,Male,3-6L,Instagram,Multivitamin,Intent,Discount/Offer,Unsure of Efficacy,0,,,,8.2
VE0681,2024-06-14,Chennai,25-34,Female,6-10L,Instagram,Multivitamin,Trial,Influencer,Lack of Trust,0,,,,16.6
VE0682,2024-08-15,Mumbai,18-24,Female,10-20L,Instagram,Vitamin D3,Consideration,,Prefer Offline,0,,,,14.3
VE0683,2024-11-24,Bangalore,35-44,Female,6-10L,Google Search,Collagen,Intent,Peer Recommendation,Lack of Trust,0,,,,10.5
VE0684,2024-09-20,Mumbai,45-54,Male,3-6L,Instagram,Probiotic,Intent,Ingredients Quality,Too Expensive,0,,,,16.5
VE0685,2024-09-09,Chennai,25-34,Male,6-10L,YouTube,Ashwagandha,Consideration,,Too Expensive,0,,,,12.6
VE0686,2024-09-05,Bangalore,18-24,Male,10-20L,Facebook,Whey Protein,Awareness,,Unsure of Efficacy,0,,,,15.2
VE0687,2024-06-03,Jaipur,18-24,Female,3-6L,Word of Mouth,Whey Protein,Repeat Purchase,Brand Trust,None,300,8,Passive,Packaging,11.8
VE0688,2024-06-06,Kolkata,18-24,Male,6-10L,Doctor Recommendation,Whey Protein,Awareness,,Too Expensive,0,,,,9.7
VE0689,2024-08-30,Chennai,25-34,Female,6-10L,Doctor Recommendation,Collagen,Purchase,Doctor Recommended,None,1500,4,Detractor,Taste/Texture,16.9
VE0690,2024-06-12,Hyderabad,18-24,Female,6-10L,Word of Mouth,Whey Protein,Intent,Doctor Recommended,Too Expensive,0,,,,13.4
